club|entrenador|fecha_nacimiento|nacionalidad|comienzo|salida|tiempo_en_cargo|partidos|ppp|fuente|temporada|fecha_carga
Club Alianza Lima|Guillermo Salas|21/10/1974|Perú|12/03/2020|14/03/2020|2 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Roberto Mosquera|21/06/1956|Perú|08/06/2026||4 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Iván Bulos|20/05/1993|Perú|02/04/2026|08/04/2026|6 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Zé Ricardo|13/03/1971|Brasil, Italia|02/04/2026|05/06/2026|64 días|14|1,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Paulo Autuori|25/08/1956|Brasil|16/04/2025|25/03/2026|343 días|46|1,74|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Jorge Soto|21/10/1971|Perú|10/04/2025|20/04/2025|10 días|2|1,50|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Guillermo Farré|16/03/1981|Argentina|17/06/2024|10/04/2025|297 días|26|1,69|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Enderson Moreira|28/09/1971|Brasil|24/11/2023|31/05/2024|189 días|19|2,26|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Tiago Nunes|15/02/1980|Brasil|17/11/2022|11/11/2023|359 días|47|1,79|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Roberto Mosquera|21/06/1956|Perú|23/02/2020|07/11/2022|988 días|115|1,93|Transfermarkt|2026|2026-06-12 13:49:04
Club Sporting Cristal|Jorge Soto|21/10/1971|Perú|20/02/2020|23/02/2020|3 días|1|1,00|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Miguel Rondelli|24/01/1978|Argentina, Italia|28/03/2026||76 días|9|1,89|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Juan Reynoso|28/12/1969|Perú|05/08/2025|21/03/2026|228 días|21|1,48|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Víctor Balta|03/01/1986|Perú|28/07/2025|11/08/2025|14 días|3|0,67|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Walter Ribonetto|06/07/1974|Argentina|01/01/2025|28/07/2025|208 días|30|1,57|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Marco Valencia|01/08/1971|Perú|28/05/2024|06/11/2024|162 días|17|1,88|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Marco Valencia|01/08/1971|Perú|05/03/2024|28/05/2024|84 días|11|2,82|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Pablo de Muner|14/04/1981|Argentina, Italia|01/01/2024|04/03/2024|63 días|8|1,00|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Mariano Soso|30/04/1981|Argentina|14/03/2023|21/11/2023|252 días|37|1,78|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Marco Valencia|01/08/1971|Perú|06/03/2023|19/03/2023|13 días|1|1,00|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Pablo Lavallén|07/09/1972|Argentina|08/07/2022|06/03/2023|241 días|29|1,59|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Néstor Lorenzo|28/02/1966|Argentina|01/01/2021|07/07/2022|552 días|63|1,86|Transfermarkt|2026|2026-06-12 13:49:04
FBC Melgar|Marco Valencia|01/08/1971|Perú|25/09/2020|31/12/2020|97 días|17|1,65|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Javier Rabanal|19/04/1979|España|09/06/2026||3 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Alejandro Orfila|18/05/1976|Uruguay|30/03/2026|02/06/2026|64 días|15|1,20|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Miguel Rondelli|24/01/1978|Argentina, Italia|29/11/2023|27/03/2026|849 días|80|1,79|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Luis Flores|18/08/1964|Perú|19/09/2023|25/11/2023|67 días|6|0,83|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Pablo Peirano|21/01/1975|Uruguay|13/04/2022|19/09/2023|524 días|51|1,96|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Sergio Castellanos|18/04/1966|Argentina|20/08/2021|23/08/2021|3 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Marcelo Grioni|27/07/1966|Argentina|20/08/2021|06/04/2022|229 días|10|1,10|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Claudio Vivas|12/08/1968|Argentina|22/04/2021|18/08/2021|118 días|14|0,93|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Carlos Ramacciotti|29/05/1955|Argentina, Italia|07/10/2020|21/04/2021|196 días|16|1,25|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Fausto Paz|03/06/1975|Perú, Argentina|09/09/2020|15/09/2020|6 días|1|3,00|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Francisco Melgar|20/06/1973|Perú|09/09/2020|06/10/2020|27 días|5|0,40|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Carlos Ramacciotti|29/05/1955|Argentina, Italia|07/03/2020|09/09/2020|186 días|5|2,20|Transfermarkt|2026|2026-06-12 13:49:04
Cusco FC|Javier Arce|28/02/1957|Perú|01/01/2020|04/03/2020|63 días|7|0,86|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Carlos Desio|25/01/1973|Argentina, Italia|17/03/2026||87 días|10|1,50|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|11/03/2026|16/03/2026|5 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Jaime de la Pava|14/04/1967|Colombia|22/12/2025|11/03/2026|79 días|6|0,83|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Carlos Cabanillas|02/05/1963|Perú|27/08/2025|15/12/2025|110 días|10|1,20|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|11/08/2025|27/08/2025|16 días|2|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Arturo Reyes|08/04/1969|Colombia|24/05/2025|11/08/2025|79 días|10|0,80|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|12/05/2025|24/05/2025|12 días|2|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Cristian Paulucci|20/01/1973|Argentina, Italia|03/10/2024|12/05/2025|221 días|15|1,20|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|24/09/2024|03/10/2024|9 días|1|3,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Alayo|18/11/1985|Perú|07/06/2024|21/09/2024|106 días|11|1,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Alayo|18/11/1985|Perú|20/04/2024|06/06/2024|47 días|5|1,60|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Fernando Gamboa|28/10/1970|Argentina|19/05/2023|20/04/2024|337 días|33|1,21|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|17/05/2023|19/05/2023|2 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Alayo|18/11/1985|Perú|08/05/2023|23/05/2023|15 días|3|1,33|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Guillermo Sanguinetti|21/06/1966|Uruguay, Italia|01/12/2022|08/05/2023|158 días|12|0,67|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Alayo|18/11/1985|Perú|03/05/2022|04/11/2022|185 días|24|1,13|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Alayo|18/11/1985|Perú|11/04/2022|03/05/2022|22 días|3|2,33|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Walter Fiori|19/01/1961|Argentina, Italia|04/03/2022|11/04/2022|38 días|6|0,50|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Alayo|18/11/1985|Perú|26/02/2022|07/03/2022|9 días|2|2,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Ítalo Manzo|04/08/1974|Perú|01/09/2021|26/02/2022|178 días|12|1,42|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Gustavo Álvarez|24/11/1972|Argentina|12/05/2021|01/09/2021|112 días|12|1,75|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Juan Alayo|18/11/1985|Perú|10/05/2021|18/05/2021|8 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Boys Association|Teddy Cardama|15/08/1966|Perú|23/09/2020|08/05/2021|227 días|22|1,27|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Sebastián Domínguez|29/07/1980|Argentina, Italia|18/03/2026||86 días|10|2,00|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Lisandro Greppo|08/01/1977|Argentina, Italia|04/03/2026|18/03/2026|14 días|2|0,50|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Hernán Lisi|14/04/1971|Argentina|05/12/2025|04/03/2026|89 días|6|0,83|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Carlos Bustos|16/04/1966|Argentina|11/07/2025|13/11/2025|125 días|17|1,47|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Guillermo Duró|14/03/1969|Argentina|14/06/2024|08/07/2025|389 días|35|1,43|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Bernardo Redín|26/02/1963|Colombia|19/02/2024|08/06/2024|110 días|20|1,15|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Diego Cuvi||Ecuador|14/02/2024|19/02/2024|5 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Gerardo Ameli|18/09/1970|Argentina, Italia|21/11/2023|13/02/2024|84 días|3|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Alberto Peña|02/04/1990|Perú|21/04/2023|25/04/2023|4 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Jorge Célico|13/09/1964|Argentina, Italia|19/04/2023|04/11/2023|199 días|25|1,48|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Roberto Tristán|06/05/1983|Perú|06/07/2022|17/04/2023|285 días|9|1,33|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|César Ccahuantico|16/07/1980|Perú|01/03/2022|05/07/2022|126 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
Deportivo Garcilaso|Duilio Cisneros|28/10/1971|Perú|19/08/2021|31/12/2021|134 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Daniel Morales||Perú|20/05/2026||23 días|3|0,33|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Claudio Biaggio|02/07/1967|Argentina, Italia|05/08/2025|19/05/2026|287 días|27|1,56|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Daniel Ferreyra|22/01/1982|Argentina, Perú|21/05/2025|04/08/2025|75 días|9|0,44|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Javier Arce|28/02/1957|Perú|19/04/2025|20/05/2025|31 días|4|0,50|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Martín Cardetti|22/10/1975|Argentina, Italia|19/12/2024|16/04/2025|118 días|7|0,86|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Carlos Silvestri|22/06/1972|Perú|05/07/2022|31/10/2024|849 días|70|1,69|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Leopoldo Rodríguez|30/05/1978|Uruguay|24/06/2022|04/07/2022|10 días|2|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Salomón Paredes|12/10/1965|Perú|01/02/2022|24/06/2022|143 días|11|1,55|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Leonardo Morales|16/05/1960|Perú|29/08/2021|31/12/2021|124 días|6|0,67|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Carlos García|22/04/1982|Perú|19/08/2021|29/08/2021|10 días|2|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Nicolás Chietino|17/04/1982|Argentina, Italia|22/07/2021|19/08/2021|28 días|4|0,50|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Carlos García|22/04/1982|Perú|20/07/2021|22/07/2021|2 días|1|3,00|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Juan Carlos Bazalar|23/02/1968|Perú|27/04/2021|19/07/2021|83 días|10|1,10|Transfermarkt|2026|2026-06-12 13:49:04
Comerciantes Unidos|Carlos Díaz|29/06/1972|Perú|20/09/2020|31/12/2020|102 días|9|1,33|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Horacio Melgarejo|27/05/1973|Argentina|01/01/2026||162 días|24|1,83|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Carlos Desio|25/01/1973|Argentina, Italia|17/04/2025|30/11/2025|227 días|34|1,53|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Cristian Díaz|12/05/1976|Argentina, Italia|05/08/2024|13/04/2025|251 días|22|1,50|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Óscar Ibáñez|08/08/1967|Perú, Argentina|11/09/2023|06/08/2024|330 días|29|1,41|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Gerardo Ameli|18/09/1970|Argentina, Italia|22/05/2023|11/09/2023|112 días|14|1,14|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Alessandro Morán|30/11/1972|Perú|19/05/2023|26/05/2023|7 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Leonel Álvarez|29/07/1965|Colombia|01/01/2023|19/05/2023|138 días|14|1,50|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Jesús Cisneros|18/03/1978|Perú|21/10/2022|01/11/2022|11 días|2|3,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|César Vigevani|30/08/1974|Argentina|04/07/2022|20/10/2022|108 días|16|1,19|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Lisandro Greppo|08/01/1977|Argentina, Italia|16/08/2021|26/08/2021|10 días|2|3,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Gerardo Ameli|18/09/1970|Argentina, Italia|16/08/2021|03/07/2022|321 días|29|1,62|Transfermarkt|2026|2026-06-12 13:49:04
Club Cienciano|Víctor Rivera|10/11/1968|Perú|01/06/2021|15/08/2021|75 días|7|0,86|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Federico Urciuoli|24/04/1984|Argentina, Italia|01/01/2026||162 días|24|1,08|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Gerardo Ameli|18/09/1970|Argentina, Italia|03/06/2024|27/11/2025|542 días|52|1,67|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Jorge Espejo|20/08/1976|Perú|03/03/2024|28/05/2024|86 días|11|0,64|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Hugo Valverde|09/08/1974|Perú|26/02/2024|03/03/2024|6 días|1|3,00|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Luciano Theiler|01/06/1981|Argentina, Croacia|27/11/2023|24/02/2024|89 días|5|0,80|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Ágapo Gonzales|25/03/1967|Perú|21/08/2023|25/11/2023|96 días|9|0,89|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Carlos Compagnucci|06/08/1968|Argentina, Italia|14/06/2023|21/08/2023|68 días|9|0,89|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Ágapo Gonzales|25/03/1967|Perú|11/05/2023|13/06/2023|33 días|5|1,40|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Carlos Desio|25/01/1973|Argentina, Italia|07/11/2022|11/05/2023|185 días|13|1,23|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Mario Viera|19/10/1959|Uruguay|01/12/2021|01/11/2022|335 días|36|1,58|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Héctor Valle|15/09/1938|Perú|27/08/2021|10/09/2021|14 días|1|3,00|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Marcelo Vivas|08/02/1966|Argentina|25/08/2021|31/12/2021|128 días|8|0,88|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Teddy Cardama|15/08/1966|Perú|06/08/2021|25/08/2021|19 días|4|0,25|Transfermarkt|2026|2026-06-12 13:49:04
Alianza Atlético Sullana|Jahir Butrón|30/10/1975|Perú|04/03/2020|05/08/2021|519 días|26|1,54|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Diego Ripacolli|26/04/1979|Argentina|21/04/2026||52 días|6|1,67|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Pablo Trobbiani|28/12/1976|España, Argentina|01/01/2026|20/04/2026|109 días|11|0,91|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Horacio Melgarejo|27/05/1973|Argentina|10/07/2025|30/11/2025|143 días|17|1,47|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Orlando Romero||Perú|25/06/2025|13/07/2025|18 días|3|1,67|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Leo Rojas|09/10/1961|Perú|20/04/2025|23/06/2025|64 días|7|1,00|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Carlos Desio|25/01/1973|Argentina, Italia|25/12/2024|16/04/2025|112 días|9|1,33|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Claudio Biaggio|02/07/1967|Argentina, Italia|07/10/2024|24/12/2024|78 días|4|1,75|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Carlos Gutiérrez|02/04/1982|Perú|24/09/2024|07/10/2024|13 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Wilmar Valencia|27/10/1961|Perú|18/06/2024|24/09/2024|98 días|12|1,33|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Carlos Desio|25/01/1973|Argentina, Italia|11/11/2023|16/06/2024|218 días|18|1,56|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Franco Navarro|10/11/1961|Perú|04/07/2022|01/11/2023|485 días|54|1,46|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Carlos Gutiérrez|02/04/1982|Perú|27/06/2022|04/07/2022|7 días|1|1,00|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Juan Carlos Bazalar|23/02/1968|Perú|18/10/2021|27/06/2022|252 días|17|0,88|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Elmer Castro||Perú|06/09/2021|17/10/2021|41 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
Asociación Deportiva Tarma|Roberto Tristán|06/05/1983|Perú|13/01/2020|31/12/2020|353 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Richard Pellejero|30/05/1976|Uruguay|27/03/2026||77 días|9|1,00|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Roberto Mosquera|21/06/1956|Perú|07/01/2026|24/03/2026|76 días|7|0,86|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Richard Pellejero|30/05/1976|Uruguay|01/01/2025|31/12/2025|364 días|35|1,37|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Franco Navarro|10/11/1961|Perú|11/06/2024|03/11/2024|145 días|17|1,12|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Nifflin Bermúdez|04/02/1968|Perú|01/04/2024|10/06/2024|70 días|8|0,63|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Wilmar Valencia|27/10/1961|Perú|30/04/2023|01/04/2024|337 días|34|1,62|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Nifflin Bermúdez|04/02/1968|Perú|11/08/2022|30/04/2023|262 días|26|1,42|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Carlos Desio|25/01/1973|Argentina, Italia|03/12/2021|11/08/2022|251 días|23|1,96|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Javier Arce|28/02/1957|Perú|07/08/2021|01/12/2021|116 días|12|1,33|Transfermarkt|2026|2026-06-12 13:49:04
Sport Huancayo|Wilmar Valencia|27/10/1961|Perú|01/02/2020|07/08/2021|553 días|57|1,26|Transfermarkt|2026|2026-06-12 13:49:04
Club Juan Pablo II College|Jorge Araujo|30/11/1979|Perú|18/05/2026||25 días|2|0,50|Transfermarkt|2026|2026-06-12 13:49:04
Club Juan Pablo II College|Edwin Arce|16/09/1980|Perú|08/05/2026|18/05/2026|10 días|2|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Juan Pablo II College|Marcelo Zuleta|25/01/1964|Argentina|15/12/2025|05/05/2026|141 días|13|1,15|Transfermarkt|2026|2026-06-12 13:49:04
Club Juan Pablo II College|Santiago Acasiete|22/11/1977|Perú, España|15/07/2024|30/11/2025|503 días|49|1,14|Transfermarkt|2026|2026-06-12 13:49:04
Club Juan Pablo II College|Alejandro Vásquez|18/03/1998|Perú|01/07/2024|14/07/2024|13 días|1|0,00|Transfermarkt|2026|2026-06-12 13:49:04
Club Juan Pablo II College|Daniel Valderrama|05/08/1970|Perú|05/10/2023|30/06/2024|269 días|10|1,40|Transfermarkt|2026|2026-06-12 13:49:04
Club Juan Pablo II College|Juan Miguel Pérez|20/01/1978|Perú|01/01/2023|06/03/2023|64 días|0|-|Transfermarkt|2026|2026-06-12 13:49:04
